@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute data63 numeric
@attribute data64 numeric
@attribute data65 numeric
@attribute data66 numeric
@attribute data67 numeric
@attribute data68 numeric
@attribute data69 numeric
@attribute data70 numeric
@attribute data71 numeric
@attribute data72 numeric
@attribute data73 numeric
@attribute data74 numeric
@attribute data75 numeric
@attribute data76 numeric
@attribute data77 numeric
@attribute data78 numeric
@attribute data79 numeric
@attribute data80 numeric
@attribute state {1,2}

@data
2.282318,2.657336,2.417321,2.574078,2.141866,1.912240,2.043812,1.965600,1.617575,1.656701,2.101184,2.238526,2.180298,1.885939,1.731091,1.827821,1.633095,1.340083,1.998248,2.354688,2.323294,2.367995,1.953274,1.786604,1.881796,1.865448,1.478773,1.965357,2.321049,2.070332,2.240531,2.030991,1.629068,1.861204,1.572718,1.401384,1.804003,2.115051,2.268257,2.201571,1.484848,1.658366,1.576999,1.625937,1.294871,2.059607,2.346154,2.237984,2.310097,2.169872,1.803450,1.983123,1.715400,1.727703,2.343643,2.469916,2.652135,2.589311,2.076919,1.797072,1.921571,1.619944,1.749461,2.214954,2.563263,2.117625,2.457680,2.138504,1.822263,2.045274,1.891360,1.390238,2.065782,2.139779,1.861253,2.041591,1.906623,1.651273,1.736969,1.355905,1.423967,1
2.106716,2.283479,2.083045,2.196548,2.178757,2.222742,2.203096,2.189976,1.784001,2.176845,2.525347,2.193974,2.388822,2.011271,1.623012,1.866458,1.404702,1.196945,1.848332,2.340650,2.380647,2.341673,2.219111,1.882295,2.084361,1.797596,1.399679,2.454363,2.592481,2.210664,2.426567,2.062057,1.968865,2.024539,1.608544,1.179192,1.938709,2.047859,2.258795,2.163888,1.997356,1.783928,1.909175,1.713978,1.253711,2.855662,3.013436,2.585437,2.848064,2.382975,2.170977,2.261515,1.857105,1.680588,2.500155,2.587995,2.658908,2.605906,2.479478,2.008059,2.275064,1.840499,1.727617,2.049071,2.176691,2.066570,2.127052,2.003481,2.122690,2.090960,1.931175,1.490129,1.766269,2.137158,1.880220,2.016777,1.678743,1.630367,1.664457,1.531659,1.461447,1
2.103846,2.398342,2.378725,2.349785,2.139385,2.030037,2.075290,2.041141,1.750529,2.426499,2.781615,2.713675,2.775307,1.989173,1.818424,1.953938,1.672170,1.308574,2.223627,2.591080,2.863932,2.751893,2.312294,1.811594,2.152626,1.810617,1.370563,2.657302,2.770597,2.507398,2.659656,1.905758,1.749705,1.868500,1.536962,1.251269,2.135820,2.382601,2.529282,2.476407,2.057634,1.713397,1.912701,1.373785,1.143760,2.908730,3.116915,2.784370,2.974516,2.141262,2.043341,2.106872,1.812091,1.620451,2.565937,2.816039,2.899617,2.867462,2.416795,1.894332,2.217623,1.543716,1.604383,2.220596,2.247096,2.298537,2.269020,1.979634,1.918891,1.953711,1.719567,1.515907,2.008098,2.329232,2.324276,2.311058,1.942290,1.831226,1.880724,1.836658,1.548772,1
2.134132,2.343339,2.455597,2.401589,2.347597,1.948113,2.179553,1.950168,1.682107,2.237192,2.561992,2.560064,2.596845,2.356195,1.694999,2.137791,1.534141,1.450641,2.566815,2.616632,2.394926,2.575831,2.358399,1.536577,2.125393,1.565362,1.385712,2.251959,2.460830,2.464422,2.506785,2.153899,1.465301,1.939494,1.499703,1.221412,2.236041,2.306666,1.981538,2.230919,2.164922,1.844745,2.042048,1.475603,1.335551,2.236152,2.675713,2.830935,2.785206,2.361261,1.642987,2.133260,1.567362,1.415314,2.125211,2.464178,2.322238,2.406433,2.401871,2.045367,2.247201,1.711378,1.759096,1.804505,2.116032,2.248345,2.201616,2.063287,1.698632,1.900495,1.612084,1.386544,2.189552,2.270252,2.279830,2.286894,2.282448,1.988326,2.141106,1.848661,1.666350,1
1.937476,2.125632,2.059934,2.164497,2.294403,1.846838,2.124765,1.942942,1.691148,1.833386,2.012799,2.441691,2.315101,2.204867,1.797110,2.022400,1.695554,1.489990,1.996032,2.042553,2.078956,2.117052,2.206924,1.850753,2.033082,1.687761,1.541161,2.054245,2.108578,2.330998,2.276468,2.109766,1.676772,1.914535,1.326997,1.272579,1.685866,1.727928,1.731882,1.771600,1.954558,1.715988,1.857987,1.731529,1.410308,2.061867,2.162182,2.730798,2.574834,2.301645,1.904624,2.112170,1.512799,1.569458,1.904422,2.113025,2.113951,2.148332,2.250258,2.071443,2.141385,2.028969,1.877366,1.792629,1.907006,1.939764,1.980432,2.112003,1.626913,1.873725,1.503017,1.399429,1.701561,1.851038,1.812092,1.858183,2.112287,1.938876,1.998907,1.508726,1.530323,1
2.082125,2.382814,2.334467,2.395553,2.420691,2.277560,2.327061,2.247968,1.727677,2.279763,2.035239,1.884629,1.959064,2.246297,2.157591,2.170563,1.913199,1.515280,2.355790,2.194829,1.688490,2.072590,2.339720,2.217190,2.229761,1.910615,1.584256,2.481345,2.373137,1.683075,2.203647,2.109247,1.944526,1.987558,1.544775,1.288713,2.036460,2.036042,1.936842,1.973678,1.750630,1.686956,1.709125,1.859676,1.548939,2.501457,2.432625,2.316773,2.390222,1.994601,2.008060,1.966283,1.651968,1.671097,2.272576,2.304193,2.209462,2.241134,2.116422,1.873626,1.948998,1.912365,1.795784,2.078943,2.107145,1.783403,2.020628,2.280937,2.036944,2.094180,1.654834,1.325907,1.628025,1.884809,2.121960,2.029857,2.240289,2.098464,2.152088,2.147952,1.683635,1
1.986855,2.240988,2.234715,2.247007,2.191459,2.320682,2.223836,1.974315,1.616014,2.244258,2.253742,2.252735,2.244728,2.299419,2.063746,2.137140,1.418572,1.354014,2.368455,2.331850,2.040723,2.231402,2.075231,2.018563,2.021464,1.496236,1.432161,2.516953,2.536789,2.304294,2.458307,2.004604,1.738995,1.857761,1.364911,1.198224,2.129212,2.166289,1.881746,2.052129,2.050291,1.966457,1.972935,1.705664,1.470777,2.599027,2.777185,2.767125,2.770585,2.229273,2.129100,2.134683,1.537564,1.439748,2.308375,2.549309,2.416339,2.457631,2.419936,2.082142,2.218128,1.448027,1.743858,2.000458,1.989966,1.789257,1.946268,1.856251,1.833113,1.806722,1.491931,1.284045,1.682632,2.073490,2.098302,2.053157,1.846593,2.121157,1.986057,1.951781,1.598126,1
1.545122,1.988618,2.066057,2.016587,2.152490,2.256977,2.183423,2.010824,1.695751,1.721494,2.137361,2.375526,2.266759,2.127624,1.876622,1.958079,1.437784,1.492907,1.671499,2.041896,2.072553,2.055183,2.044022,1.989645,1.990640,1.880896,1.588703,2.275893,2.506264,2.407637,2.473404,1.893927,1.954334,1.935646,1.965834,1.519813,1.927058,2.235770,2.190961,2.176098,2.133392,1.933476,2.000649,1.471369,1.338783,2.630723,2.927013,2.841510,2.889688,2.216972,2.224687,2.204818,1.997360,1.711329,2.517146,2.856059,2.774586,2.800750,2.555279,2.186209,2.367707,1.721586,1.781255,1.692550,1.949901,2.036447,2.013742,1.819380,1.894134,1.854096,1.883613,1.526276,1.324575,1.968032,1.911939,1.886076,1.878170,2.132965,1.994594,1.833387,1.553630,1
1.917331,2.443972,2.422660,2.400121,1.987857,1.948706,2.003783,2.079136,1.701508,1.973734,2.670041,2.500316,2.565183,1.804245,1.435526,1.665645,1.596770,1.575490,1.552861,2.307135,2.396151,2.311572,1.767214,1.693366,1.772481,1.941933,1.580770,2.577249,2.647168,2.558994,2.619977,1.818010,1.990405,1.916538,1.946859,1.587285,2.585877,2.766932,2.321412,2.612235,1.932301,1.697062,1.815265,1.662846,1.380650,3.005464,3.162049,3.010615,3.085055,2.031719,2.034468,2.048052,1.963747,1.837796,3.135636,3.227396,2.803136,3.101043,2.475402,2.081985,2.294149,1.975893,1.866797,2.239937,2.310964,2.254464,2.297608,1.818549,1.875033,1.841713,1.839787,1.566011,1.322645,2.413499,2.372395,2.316754,1.675565,1.974132,1.865807,1.866482,1.536384,1
1.889219,2.656450,2.627238,2.584248,2.242413,1.907798,2.087136,1.913650,1.712426,2.134135,2.719501,2.452845,2.581681,2.157781,1.588333,1.933777,1.602557,1.622778,2.092725,2.348033,2.401402,2.361800,2.244153,1.705894,2.041809,1.856862,1.713024,2.348878,2.508568,2.490420,2.489761,1.959421,1.744350,1.814906,1.623433,1.623525,2.605283,2.741382,2.013640,2.567765,2.152357,1.775085,1.965956,1.725445,1.556269,2.753083,3.001896,2.922611,2.942455,2.013594,1.906461,1.933733,1.672403,1.845703,3.037395,3.104733,2.297008,2.942724,2.421373,1.964031,2.206724,1.923663,1.948163,2.185394,2.359250,2.140216,2.246374,1.860054,1.727137,1.766222,1.531115,1.533332,1.590584,2.501239,2.528500,2.435275,2.091768,1.581303,1.858409,1.413530,1.524083,1
2.526750,2.560688,2.274095,2.477152,2.377735,2.033863,2.222010,2.017414,1.718690,2.446378,2.443147,2.214195,2.390469,2.289052,1.781036,2.088813,1.603552,1.635472,2.559466,2.494242,2.356814,2.484193,2.429001,2.011747,2.259606,1.918742,1.731037,2.145469,2.296275,2.179130,2.271423,2.151868,1.819756,1.992513,1.749090,1.608254,2.393774,2.316713,2.034657,2.248574,2.241824,1.907335,2.066978,1.606210,1.426100,2.181933,2.314535,2.263145,2.332511,2.076494,1.829585,1.949406,1.698290,1.772648,2.611949,2.698848,2.169512,2.563159,2.188585,1.806803,1.990249,1.511204,1.876444,2.352418,2.411104,1.906294,2.278051,1.985655,1.935778,1.966072,1.856045,1.584847,2.376681,2.378675,1.918255,2.257705,2.288937,1.917388,2.102375,1.894767,1.556361,1
2.364061,2.478889,2.063591,2.343318,1.833741,2.005464,1.937701,2.193542,1.706197,2.500126,2.544364,2.365873,2.465683,1.747711,1.593609,1.686208,1.777290,1.491055,2.588495,2.742640,2.601849,2.670080,2.147777,1.855669,2.029557,1.925661,1.617326,2.321758,2.270574,2.280929,2.286623,1.676357,1.517273,1.595318,1.732429,1.490613,2.442967,2.634680,2.186739,2.464662,1.976958,1.725361,1.818621,1.422137,1.255438,2.422436,2.301367,2.342779,2.366141,1.938476,1.737589,1.858181,1.794734,1.657629,2.627341,2.774065,2.455182,2.629158,2.035980,1.672243,1.868891,1.474131,1.762695,2.302335,2.327400,2.103460,2.249107,1.600136,1.661016,1.651902,1.814911,1.467541,2.263848,2.382301,1.861925,2.218740,1.650933,1.814369,1.739954,1.891204,1.535682,1
2.015404,2.541492,2.459194,2.499736,2.220138,2.299989,2.276407,2.253974,1.687632,2.207001,2.157054,2.306669,2.282295,1.988536,1.928348,1.993013,2.039777,1.561007,2.336524,2.499729,2.522909,2.483063,1.997707,2.257617,2.184391,2.243897,1.729370,2.069867,2.375708,2.244890,2.296957,1.873661,2.125332,2.065182,2.127592,1.631245,1.971126,2.162802,2.066340,2.140220,1.739639,1.947200,1.887799,1.856690,1.429958,2.085213,2.241179,2.206950,2.226570,2.250444,2.269945,2.278630,2.207437,1.803665,2.271796,2.427086,2.465213,2.484381,2.142795,1.855087,2.024554,1.866482,1.758007,1.959456,2.467032,2.171115,2.344858,1.841820,1.909977,1.892089,1.843117,1.386813,1.789593,2.224149,2.092814,2.173222,1.735770,2.044847,1.939407,2.026308,1.657953,1
2.158460,2.495457,1.978414,2.322942,2.258822,2.073001,2.157707,1.955423,1.574547,2.037373,2.076772,2.316373,2.215069,1.983777,1.909723,1.950446,1.935137,1.559080,2.330154,2.409996,2.429712,2.430979,1.951532,2.029910,1.989349,2.041507,1.650710,2.081128,2.364129,2.261247,2.295589,2.089926,1.915904,2.013792,1.841947,1.453851,1.817131,2.048181,2.041563,2.062660,1.944931,1.941827,1.916323,1.688055,1.348843,2.077363,2.403891,2.329945,2.343510,2.335843,2.201848,2.270867,2.084287,1.700583,2.298907,2.294910,2.267021,2.302903,2.199706,2.173596,2.184839,2.013606,1.682117,2.074283,2.444419,1.867285,2.259750,1.818568,1.945843,1.915350,1.927575,1.473959,1.834468,2.131080,2.023528,2.101397,1.928272,1.744747,1.804756,1.785478,1.625746,1
2.444583,2.598161,2.562925,2.575274,1.904075,1.889936,1.948217,1.972883,1.614079,2.081631,2.305928,2.611907,2.456727,1.857643,1.847948,1.823466,1.920466,1.580078,2.482577,2.420562,2.572373,2.527167,1.960917,1.976781,1.951242,1.918471,1.590961,2.131614,2.409234,2.363374,2.365848,2.072786,1.873650,1.984565,1.966084,1.544990,2.274032,2.228834,2.227584,2.261708,1.908671,1.882127,1.864410,1.729726,1.353119,2.391695,2.848840,2.730615,2.758789,2.169092,2.142629,2.152742,2.156331,1.769900,2.657810,2.710579,2.382203,2.619731,2.250474,2.260714,2.235982,2.050890,1.868970,2.371724,2.514813,2.280095,2.422957,1.916011,1.791928,1.885226,1.923326,1.485157,2.306961,2.311447,2.228297,2.292733,1.747948,1.769171,1.783911,1.922779,1.601952,1
2.505591,2.655803,2.605282,2.619658,1.917124,2.257014,2.186329,2.479512,1.917503,2.250163,2.360532,2.654329,2.540927,2.219905,2.189050,2.233809,2.195516,1.609862,2.645006,2.565395,2.616977,2.613083,2.116902,1.999643,2.076863,2.210877,1.712106,2.696704,2.629509,2.253934,2.476361,2.018065,1.924005,1.989085,2.126576,1.649079,2.279714,2.280972,2.281619,2.315787,1.752294,1.865664,1.841229,1.915420,1.390134,2.819221,2.936219,2.694503,2.820233,2.471455,2.331377,2.420728,2.281090,1.807663,2.737792,2.724985,2.422010,2.648721,2.287754,2.390817,2.356782,2.175469,1.761389,2.598504,2.567526,2.179796,2.419569,1.691628,1.994614,1.907349,2.132554,1.613989,2.233480,2.261890,2.228937,2.261420,1.516272,1.876870,1.799318,1.892963,1.445780,1
1.704720,2.196304,2.231804,2.107039,1.930729,2.226651,2.154010,2.290775,1.798618,1.778154,2.335664,2.237018,2.280134,2.197662,2.214127,2.242326,2.105922,1.546430,1.845819,2.041990,1.981940,2.027387,1.931843,2.056185,2.049472,2.080327,1.570193,1.934905,2.411263,2.201327,2.265251,1.813372,1.758387,1.825791,1.827367,1.444095,1.875975,1.876673,1.495436,1.759270,1.717159,1.854863,1.835695,1.846022,1.286161,2.158753,2.638626,2.383748,2.504651,2.335034,2.232466,2.329159,2.129981,1.675879,2.398119,2.426276,2.152653,2.335721,2.190538,2.299270,2.261604,2.040346,1.629147,1.687801,1.978980,1.965766,1.894414,1.476266,1.749940,1.689599,1.847356,1.558954,1.380309,1.896518,2.007435,1.860161,1.647742,1.880575,1.803912,1.817650,1.614067,1
2.008562,2.558241,2.487996,2.438429,2.081832,1.940353,1.995958,1.614820,1.572484,2.439986,2.659961,2.268422,2.512122,2.229415,1.831031,2.011595,1.627378,1.518333,2.302176,2.354882,2.340542,2.336009,2.261114,2.042534,2.143054,1.946090,1.669132,1.833174,2.367210,2.131160,2.200671,1.891580,1.905237,1.906464,1.869126,1.484431,2.204614,2.284993,1.845305,2.165003,1.953120,1.710474,1.800330,1.441875,1.248589,1.987208,2.506852,2.213403,2.330328,1.965240,1.845395,1.887030,1.758348,1.629827,2.694142,2.883075,2.422093,2.753179,2.319242,2.056471,2.139151,1.805840,1.783388,1.596587,2.077182,2.147063,2.040138,1.994987,1.862504,1.917033,1.741863,1.523241,1.911752,2.374411,2.335146,2.287004,1.901415,1.649805,1.801510,1.731588,1.515056,1
2.133761,2.295779,2.396547,2.356631,2.180329,1.874797,2.010745,1.698856,1.730306,2.634872,2.790787,2.474695,2.671245,2.318198,2.068300,2.152509,1.858363,1.492592,2.812659,2.862640,2.539245,2.746392,2.384737,2.147361,2.238874,2.003575,1.724841,2.459090,2.670043,2.264174,2.518000,1.966793,1.973120,1.944442,1.965694,1.586621,2.347390,2.421542,2.129774,2.331321,2.091171,2.021979,2.002871,1.562633,1.337458,2.496505,2.924336,2.639231,2.773976,2.062051,2.009713,2.004316,1.994512,1.688680,2.833729,2.878699,2.599957,2.813360,2.409263,2.294832,2.300474,1.973721,1.807092,2.047902,2.237149,2.171476,2.216904,2.116638,1.876726,1.997555,1.843726,1.605235,1.984955,2.104429,2.119080,2.128291,1.890655,1.572369,1.741997,1.705662,1.644819,1
1.819713,1.962923,2.341498,2.218107,2.254009,2.046286,2.147035,2.101290,1.906864,2.428920,2.603653,2.355177,2.513097,2.213131,2.230272,2.228249,2.134997,1.596496,2.731517,2.753927,2.305927,2.619608,2.127599,2.158722,2.149516,2.158461,1.777966,2.505016,2.637430,2.314941,2.526152,1.989778,2.170230,2.113394,2.168779,1.631972,1.849054,2.230712,2.228988,2.208208,1.954708,2.069604,2.002869,1.869386,1.447997,2.650557,2.943341,2.606130,2.803445,2.264524,2.350445,2.306270,2.297391,1.784392,2.047121,2.500016,2.598736,2.540134,2.287671,2.265408,2.245717,1.965036,1.674076,1.960403,2.070305,2.108133,2.114136,1.752768,1.722013,1.765112,1.935110,1.611201,1.444671,1.781628,2.090147,1.961610,1.944252,2.339186,2.236832,2.401522,1.910805,1
1.630725,2.546928,2.619712,2.513634,2.420922,2.168286,2.275972,2.186275,1.840412,2.232046,2.711906,2.539215,2.608473,2.004139,2.116261,2.041320,1.953717,1.482240,2.159161,2.576318,2.432718,2.492998,2.297733,2.198400,2.219339,2.060069,1.655804,1.758464,2.378094,2.335848,2.307091,2.095725,2.112699,2.089158,2.014130,1.493599,2.059096,2.365118,2.186736,2.271434,1.949229,1.912797,1.877136,1.719316,1.398463,1.851794,2.406187,2.478097,2.396250,1.956216,2.193310,2.084440,2.112925,1.613168,2.232590,2.698745,2.519957,2.602780,2.000102,2.098784,2.002338,1.712940,1.699993,1.459161,2.361867,2.383243,2.297505,2.188001,1.826007,2.010520,1.846436,1.565356,1.902645,2.365591,2.401409,2.325695,2.055191,2.428967,2.343901,2.610005,1.997792,1
1.724081,1.850941,1.841890,1.852955,1.833533,1.428020,1.651950,1.476461,1.509943,2.002608,2.380522,2.449706,2.397265,2.244735,1.736677,2.042295,1.394642,1.211888,1.710535,1.997709,2.295257,2.186060,2.214321,1.790509,2.044074,1.574438,1.363216,1.682869,1.890253,2.153990,2.033696,2.250605,1.650006,2.020993,1.349366,1.245243,1.676121,1.964742,2.146467,2.051393,1.881915,1.718269,1.810676,1.449066,1.181298,2.041941,2.254279,2.443722,2.344117,2.336262,1.887322,2.137399,1.566262,1.349998,1.900571,2.288832,2.385715,2.326926,1.993501,1.882823,1.923859,1.505378,1.605362,1.557616,1.678372,1.688411,1.645574,1.896049,1.551311,1.748789,1.667653,1.411656,1.311277,1.692739,1.858057,1.734321,1.825870,1.552040,1.670925,1.132411,1.231397,1
2.359245,2.292245,2.580828,2.516406,2.557186,2.053551,2.359030,2.061082,1.811213,2.370154,2.746199,2.846451,2.782632,2.302167,1.864407,2.129365,1.933276,1.618198,2.089900,2.501227,2.922662,2.760625,2.532733,2.029958,2.318828,2.028648,1.708522,2.576049,2.744768,2.724738,2.720532,2.288588,1.877961,2.096442,1.907888,1.621039,2.089736,2.489888,2.681776,2.601961,2.441872,2.000227,2.243501,1.919524,1.484679,2.946262,3.086563,2.944098,3.007563,2.358662,2.015057,2.210055,2.112454,1.857267,2.886355,3.057849,2.914042,3.002819,2.456044,2.240592,2.351115,2.160572,1.819538,1.926888,2.200225,2.453725,2.351278,2.406665,1.920574,2.186638,1.529588,1.617282,2.198412,2.221617,2.381934,2.330788,2.358310,1.745164,2.125582,1.592911,1.707090,1
2.291080,2.527036,2.554394,2.535467,2.343428,2.025729,2.139467,1.702119,1.645685,2.454349,2.476270,2.648777,2.581808,2.260264,2.192239,2.213816,2.083468,1.702178,2.621713,2.535390,2.764393,2.690811,2.414470,2.297378,2.320703,2.036211,1.671768,2.642612,2.462954,2.324122,2.443794,2.243377,2.174500,2.164266,1.861411,1.588931,2.102610,2.326555,2.572014,2.472560,1.898996,1.886270,1.905177,1.928374,1.514003,2.645548,2.481562,2.530783,2.501217,2.160537,2.235992,2.189476,2.140038,1.845287,2.594708,2.907088,2.846630,2.873183,2.213614,2.111263,2.195451,2.225534,2.007165,2.462233,2.477865,2.258742,2.402965,2.345490,2.112760,2.182117,1.430497,1.475605,2.205715,2.461476,2.475674,2.445071,1.789399,1.717284,1.715891,1.479097,1.553584,1
2.481372,2.465292,2.464489,2.459298,2.440994,2.350140,2.399339,2.288286,1.891384,2.883521,2.886880,2.568346,2.791931,2.522415,2.008110,2.307706,1.751451,1.600153,2.697212,2.517174,2.241118,2.440827,2.259903,1.986070,2.107575,1.689579,1.461457,2.920065,2.833364,2.296685,2.685862,2.160629,1.761461,1.972074,1.674363,1.416217,2.255274,2.240497,2.106811,2.194768,1.680566,1.554076,1.668531,1.603001,1.263735,3.115600,3.121064,2.711910,2.998024,2.565657,2.130839,2.374151,2.017429,1.803099,2.505169,2.618739,2.241740,2.487226,2.160910,1.743053,1.998077,1.657545,1.838631,2.657626,2.592355,2.210481,2.448369,2.344805,2.057355,2.183431,1.943274,1.596530,2.292261,2.315386,2.210539,2.242003,2.004345,2.043863,2.035876,1.978209,1.600588,1
2.063998,2.640063,2.547920,2.591370,2.353321,2.066149,2.187853,1.822316,1.655228,2.396467,2.795372,2.805322,2.786067,2.237020,1.770944,2.044475,1.757765,1.463875,2.081093,2.591357,2.742681,2.660427,2.355994,1.806425,2.140151,1.877628,1.548115,2.358509,2.724596,2.666460,2.682964,2.044686,1.824657,1.895631,1.760111,1.395185,1.948581,2.366470,2.430383,2.387043,2.228660,1.705307,2.011484,1.623953,1.290750,2.501879,2.832658,2.867856,2.820289,2.121143,1.894839,1.978305,1.903406,1.554361,2.498932,2.739199,2.718198,2.715957,2.389919,1.986121,2.213006,1.989850,1.732024,2.135302,2.689225,2.653593,2.672247,2.425640,1.997576,2.186241,1.348399,1.446236,1.866093,2.257342,2.091692,2.189810,2.140742,1.820675,1.961579,1.691705,1.629127,1
1.981339,2.427003,2.357911,2.394527,2.169863,2.071214,2.053915,1.984248,1.734264,2.164102,2.239014,2.596099,2.478113,2.274639,1.659656,2.050161,1.721122,1.366896,2.103028,2.417780,2.459928,2.433543,2.456179,1.898119,2.237659,1.879483,1.474327,2.327210,2.555984,2.584563,2.576106,1.930845,1.749965,1.812214,1.724678,1.397503,1.891741,1.866420,2.091887,2.007228,2.228830,1.702213,2.005539,1.514486,1.176423,2.135396,2.398219,2.785091,2.633591,2.109950,1.682527,1.932905,1.753497,1.481583,2.447649,2.465092,2.533845,2.509672,2.376972,2.011325,2.209795,1.902521,1.647969,2.181170,2.542135,2.544669,2.551450,2.062509,1.982810,1.954580,1.706492,1.533426,1.938741,2.134026,1.968337,2.079349,2.141567,2.036235,2.038867,1.985765,1.720997,1
0.935237,1.602224,2.154668,1.975696,2.076044,2.111486,2.086195,1.871421,1.684082,1.946840,2.128469,2.432717,2.348476,1.978664,1.895343,1.917986,1.557466,1.435844,1.584674,2.095751,2.510193,2.370023,2.090751,1.925077,2.031478,1.847630,1.601855,1.733762,2.111540,2.470634,2.341197,2.025262,1.676919,1.884293,1.666035,1.479899,1.661760,1.929873,2.154431,2.081601,1.888541,1.880542,1.881853,1.609487,1.369275,2.042065,2.420149,2.626142,2.528148,2.260077,1.970830,2.100858,1.771173,1.678062,2.038790,2.403585,2.414029,2.391613,2.174982,2.188786,2.152699,1.554084,1.676469,1.336861,1.666091,2.072157,1.938992,2.036143,2.007726,2.011758,1.646881,1.556838,1.486578,1.883197,2.012611,1.987044,1.942361,1.840320,1.883761,1.799670,1.664591,1
2.127255,2.158214,2.310104,2.298098,1.974466,2.139967,2.127612,2.097772,1.603218,2.121652,2.257322,2.353860,2.363218,2.196813,1.939018,2.086986,1.680922,1.414861,2.263291,2.454653,2.467400,2.503444,2.211933,1.907301,2.117427,1.797253,1.489125,1.971997,2.235155,2.420973,2.383133,2.065913,1.777939,1.967002,1.763451,1.377071,1.981949,2.150806,1.962303,2.096329,1.811239,1.848383,1.840690,1.523648,1.312724,2.100020,2.344266,2.386135,2.412699,2.209174,1.941507,2.088255,1.946234,1.590818,2.133846,2.315647,2.085424,2.228500,2.283457,2.191708,2.209891,1.527159,1.654753,1.688440,1.821133,2.340485,2.210893,1.992192,1.803633,1.933112,1.800976,1.414987,1.994419,2.086909,1.975239,2.094325,1.959092,2.053104,2.040678,1.854877,1.488741,1
2.228659,2.201516,1.921122,2.106956,1.956029,1.930933,1.939994,1.963512,1.691574,2.353492,2.587259,2.448984,2.505956,2.286225,1.882211,2.104038,1.631593,1.447517,2.534941,2.588426,2.357999,2.514004,2.212656,2.000026,2.082032,1.801874,1.576497,2.314437,2.470367,2.207060,2.377981,2.030829,1.802711,1.929968,1.718247,1.437655,2.097883,2.180532,1.801423,2.049442,1.932954,1.675920,1.804680,1.392877,1.214008,2.330685,2.640811,2.402115,2.526459,2.243514,1.966342,2.138291,1.853753,1.672924,2.248488,2.565014,2.331766,2.429198,2.261065,1.997024,2.125998,1.566983,1.648286,1.969916,1.966598,1.945264,1.987846,1.873844,1.755683,1.770828,1.922447,1.635596,2.017467,2.012316,1.679167,1.921078,1.941173,2.283716,2.197048,2.291235,1.741091,1
1.841340,1.711475,2.047927,1.925253,1.848863,1.906820,1.882291,1.980760,1.759920,2.471511,2.764783,2.238222,2.593973,2.220810,1.904858,2.034491,1.765562,1.455643,2.296751,2.543915,2.251130,2.455180,2.004284,1.881448,1.926951,1.929866,1.572011,2.470849,2.678083,2.422347,2.579122,1.972418,1.797403,1.894679,1.869144,1.590860,2.464854,2.473748,1.799386,2.308344,1.946559,1.587401,1.782724,1.337779,1.113091,2.799516,3.091341,2.805946,2.961470,2.382786,2.093184,2.247991,1.997288,1.717638,3.114042,3.016171,2.411531,2.839468,2.392169,1.949201,2.180568,1.734127,1.753313,2.142201,2.132373,1.944668,2.030815,1.728298,1.646375,1.676061,1.795728,1.567447,1.307519,1.666964,1.727733,1.676039,1.735738,2.233298,2.107647,2.326033,1.802584,1
1.908674,2.171334,2.388005,2.238589,2.020731,1.599234,1.821731,1.894235,1.660540,2.330196,2.668771,2.418362,2.574118,2.025418,2.211704,2.131733,2.263285,1.703273,2.111171,2.624332,2.631702,2.658977,1.848471,2.095934,2.016192,2.264177,1.766060,2.265771,2.561038,2.485594,2.537739,1.860144,1.797770,1.862101,2.026007,1.604048,2.394989,2.505191,2.030278,2.350663,2.040461,2.204113,2.131110,2.195583,1.676108,2.674373,2.923835,2.758354,2.845414,2.233672,2.137706,2.201071,2.270688,1.789341,3.069551,3.039886,2.553989,2.865225,2.478458,2.529987,2.476840,2.436096,2.055516,2.132015,2.204678,2.089724,2.143893,1.921512,1.528009,1.746134,1.618873,1.398958,1.871584,2.187005,2.046739,2.107503,1.764712,1.690399,1.766201,1.854407,1.666344,1
